,customer_state,product_id,product_category_name,product_name_lenght,product_description_lenght,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_state,payment_type,payment_sequential,payment_installments,installments_price,price,freight_value,payment_value,default
21263,ES,ab255f5e05402d14ba0dc69d530a5785,papelaria,39.0,210.0,1475.0,40.0,33.0,24.0,SP,credit_card,1,10,13.3,115.9,17.06,132.96,0
83965,SP,5b8edc146dc3ba78fabf41133e1e6271,brinquedos,51.0,386.0,400.0,22.0,13.0,22.0,SP,boleto,1,1,148.0,79.99,68.13,148.12,0
102791,MG,ed093290e543139864511e4f41b9400a,cama_mesa_banho,47.0,302.0,300.0,16.0,22.0,11.0,SP,credit_card,1,1,56.0,41.8,14.52,56.32,0
22974,RN,8e7a3ee016b12c87b5e3e7e717620758,industria_comercio_e_negocios,56.0,2083.0,850.0,40.0,30.0,30.0,SP,credit_card,1,2,97.5,150.0,44.97,194.97,0
53374,GO,4c9c5d9cbd2475b109784b48a70a5c70,relogios_presentes,56.0,572.0,350.0,18.0,14.0,18.0,MG,credit_card,1,3,114.66666666666669,320.0,23.95,343.95,0
62540,BA,f2f411f86bd5bd427e28e2a30771761f,cama_mesa_banho,58.0,188.0,1150.0,44.0,2.0,35.0,SP,credit_card,1,10,20.9,79.9,24.76,209.32,0
82072,SP,ec72556b5da399d24fe06338e816a9ac,papelaria,45.0,151.0,233.0,20.0,11.0,15.0,SP,boleto,1,1,153.0,68.0,8.29,152.58,0
29920,SP,461f43be3bdf8844e65b62d9ac2c7a5a,relogios_presentes,35.0,591.0,444.0,20.0,14.0,16.0,SP,credit_card,1,6,28.83333333333333,159.9,12.62,172.52,0
45911,SC,ba63ad9eaf3dc6369f8187e7251c0870,perfumaria,38.0,1813.0,5850.0,27.0,20.0,35.0,SP,credit_card,1,10,38.8,349.97,37.8,387.77,0
69383,SP,7945bb528c42095fccdf46321742afce,utilidades_domesticas,31.0,536.0,775.0,44.0,3.0,34.0,SP,credit_card,1,1,8.0,44.9,13.71,7.9,0
59065,SC,7d854ab97c64ef9df2bbfaf332765786,cool_stuff,44.0,598.0,4100.0,89.0,4.0,42.0,MG,boleto,1,1,80.0,59.9,19.66,79.56,0
24768,RJ,a237de12bdf0bfe4fe220bae65a89731,moveis_decoracao,57.0,954.0,1250.0,60.0,12.0,12.0,SP,boleto,1,1,55.0,37.5,17.6,55.1,0
20899,SP,e19ddcc85537b41f22116c8d5425ef46,moveis_decoracao,48.0,519.0,700.0,26.0,8.0,22.0,SP,boleto,1,1,38.0,29.99,7.78,37.77,0
85122,SP,cd322544c79e58e64b103bdceccc507e,esporte_lazer,59.0,722.0,150.0,16.0,5.0,11.0,SP,credit_card,1,1,38.0,30.9,7.39,38.29,0
5680,MG,389d119b48cf3043d311335e499d9c6b,ferramentas_jardim,59.0,341.0,1750.0,37.0,22.0,40.0,SP,boleto,1,1,78.0,59.9,17.67,77.57,0
47088,PR,8ced2631a18d2e0814557875b3bb907b,cama_mesa_banho,37.0,167.0,450.0,25.0,9.0,19.0,SP,credit_card,1,3,21.666666666666668,49.95,15.1,65.05,0
60945,SP,c1617123e66d2491ca93ceadfd36203e,cama_mesa_banho,54.0,687.0,1050.0,32.0,5.0,30.0,SP,voucher,1,1,40.0,49.99,13.71,39.7,0
23201,RS,6c8b2975a4a05d1f36948b20753b29ca,ferramentas_jardim,47.0,895.0,1500.0,45.0,10.0,35.0,SP,boleto,1,1,58.0,40.0,17.93,57.93,0
45469,MG,4fcb3d9a5f4871e8362dfedbdb02b064,automotivo,53.0,603.0,5950.0,65.0,11.0,65.0,SP,boleto,1,1,176.0,143.8,31.76,175.56,0
35686,ES,d1c427060a0f73f6b889a5c7c61f2ac4,informatica_acessorios,59.0,1893.0,6550.0,20.0,20.0,20.0,MG,credit_card,1,2,97.0,149.0,45.12,194.12,0
63747,RJ,b8b426747049f2d3d6e00b486d47dedb,beleza_saude,49.0,819.0,1250.0,42.0,11.0,12.0,PR,boleto,1,1,117.0,89.9,27.58,117.48,0
110089,MG,cc5c55b85ec65541272bea4b9895add4,papelaria,56.0,1349.0,1100.0,27.0,10.0,20.0,MG,boleto,1,1,72.0,59.9,11.81,71.71,0
1481,SP,7c1bd920dbdf22470b68bde975dd3ccf,beleza_saude,59.0,492.0,200.0,22.0,10.0,18.0,SP,credit_card,1,6,11.833333333333334,58.99,11.73,70.72,0
93142,RJ,2f9c2888168b8c2d8e625905f3737057,telefonia,54.0,169.0,150.0,20.0,5.0,12.0,PR,credit_card,1,3,52.333333333333336,139.0,17.68,156.68,0
26721,RJ,aede48631330269f65a8d680de491657,malas_acessorios,45.0,573.0,1400.0,48.0,10.0,33.0,MG,credit_card,1,5,23.6,99.9,17.95,117.85,0
66402,SC,c9c6fde711572c1ad99ca12728c6af00,telefonia,51.0,678.0,150.0,17.0,8.0,14.0,SP,boleto,1,1,48.0,29.99,18.23,48.22,0
73864,RJ,fcf4c9a897ae906e5a467ebf4589dffd,bebes,60.0,262.0,987.0,25.0,25.0,25.0,DF,credit_card,1,8,37.25,278.0,20.19,298.19,0
75741,PE,baf76b06184501269d8e44228cc940ac,automotivo,60.0,332.0,100.0,16.0,5.0,16.0,SP,credit_card,1,1,34.0,16.1,17.63,33.73,0
73988,SP,2eb384017334e47db9ccf364216799df,utilidades_domesticas,59.0,887.0,5500.0,32.0,32.0,32.0,SP,credit_card,1,1,68.0,21.15,13.08,68.46,0
90616,PR,4aa6014eceb682077f9dc4bffebc05b0,utilidades_domesticas,43.0,1002.0,10150.0,89.0,15.0,40.0,SC,credit_card,1,10,35.8,330.99,26.98,357.97,0
17987,SC,cc971e0365873137b8bef2ebad633e6f,cool_stuff,54.0,1001.0,2400.0,42.0,25.0,15.0,SP,credit_card,1,1,19.0,229.99,18.86,18.85,0
24629,RJ,fe9dfbe7f974621789683b7b78be2a16,beleza_saude,54.0,1131.0,5300.0,30.0,24.0,38.0,SP,credit_card,1,7,51.285714285714285,326.16,33.03,359.19,0
85742,SP,f79b6b10ce5885fa36adf4f013681939,fashion_bolsas_e_acessorios,44.0,566.0,100.0,22.0,2.0,19.0,SP,credit_card,1,10,34.0,325.0,14.94,339.94,0
52039,SP,35f2f253dd0f52362515bb0394741a84,relogios_presentes,57.0,609.0,900.0,16.0,11.0,11.0,SP,credit_card,1,10,196.7,1949.9,17.01,1966.91,0
108406,SP,74cee16411adfa1d4d9a343d75aa6177,cama_mesa_banho,54.0,909.0,850.0,25.0,5.0,25.0,SP,voucher,2,1,55.0,61.0,12.77,54.65,0
5916,RS,53759a2ecddad2bb87a079a1f1519f73,ferramentas_jardim,58.0,340.0,1500.0,30.0,22.0,30.0,SP,boleto,1,1,79.0,59.9,19.01,78.91,0
2058,SP,154e7e31ebfa092203795c972e5804a6,beleza_saude,48.0,575.0,100.0,20.0,15.0,15.0,SP,boleto,1,1,32.0,23.99,7.78,31.77,0
48455,SP,0aabfb375647d9738ad0f7b4ea3653b1,consoles_games,49.0,100.0,150.0,16.0,12.0,12.0,SP,boleto,1,1,36.0,24.5,11.85,36.35,0
34202,PR,570c59d31475234150804a4ac2b3b9c3,beleza_saude,37.0,401.0,450.0,16.0,10.0,20.0,RJ,credit_card,1,4,25.75,79.9,23.36,103.26,0
42929,SP,e3e8e08714c40e0101bd225f06bf4fef,utilidades_domesticas,52.0,514.0,600.0,17.0,7.0,12.0,SP,credit_card,1,1,35.0,23.9,10.96,34.86,0
67066,MG,e6a893a996e7ca82a3a9eacd0029789d,livros_interesse_geral,45.0,748.0,550.0,17.0,25.0,11.0,SP,boleto,1,1,61.0,44.9,16.11,61.01,0
19662,SP,656e0eca68dcecf6a31b8ececfabe3e8,informatica_acessorios,45.0,236.0,173.0,18.0,13.0,12.0,PR,credit_card,1,9,12.11111111111111,93.9,15.41,109.31,0
64009,ES,b7f1a22cf39550d036ddf4f9ee1295b5,cama_mesa_banho,55.0,693.0,2050.0,42.0,11.0,32.0,SP,credit_card,1,3,49.66666666666666,129.0,19.87,148.87,0
23854,RS,130482add9fd75ccb6c57ba007694a2d,informatica_acessorios,55.0,60.0,2800.0,40.0,15.0,40.0,RS,credit_card,1,1,120.0,105.0,14.94,119.94,0
78450,RJ,ca5c923962558430573f83661dbe36d6,pet_shop,59.0,747.0,1250.0,40.0,20.0,30.0,MG,credit_card,1,2,60.5,100.0,21.19,121.19,0
111519,MG,b1bd2eebcf90443f4f17e71bb89468a2,esporte_lazer,52.0,520.0,200.0,16.0,15.0,15.0,ES,credit_card,1,1,48.0,29.9,18.31,48.21,0
46423,SP,9d374944ce89ce9afd8c8f79fb7f3bc9,informatica_acessorios,60.0,337.0,400.0,16.0,4.0,16.0,SP,credit_card,1,1,41.0,29.9,10.96,40.86,0
62120,GO,372645c7439f9661fbbacfd129aa92ec,cama_mesa_banho,60.0,236.0,1500.0,34.0,7.0,32.0,SP,credit_card,1,1,236.0,99.9,17.95,235.7,0
12952,SP,f43650d60d36b1668f6e5dd41e27f2f6,relogios_presentes,57.0,808.0,350.0,16.0,2.0,11.0,SP,credit_card,1,8,20.875,159.0,7.98,166.98,0
89912,SP,b4b817e5f2c4efc8253b4b679c653847,cama_mesa_banho,37.0,1049.0,2150.0,26.0,26.0,23.0,SC,credit_card,1,4,25.5,84.44,17.84,102.28,0
97892,SP,87dc701592a3d9c9b7b02e6b004f7764,esporte_lazer,63.0,278.0,100.0,25.0,2.0,17.0,SP,voucher,6,1,1.0,9.0,11.85,1.47,0
69254,SP,3e8a0f0a4389aa563b110eab167d99d4,bebes,60.0,1212.0,1400.0,28.0,13.0,21.0,SC,debit_card,1,1,176.0,159.9,16.33,176.23,0
12494,BA,40c7fdb4c192c7df52431d1b079f9026,relogios_presentes,52.0,192.0,150.0,16.0,2.0,20.0,SP,voucher,4,1,11.0,39.0,15.79,11.24,0
8629,SP,c1f5307decb89342351bec53668cffd9,telefonia,60.0,777.0,300.0,17.0,4.0,12.0,SP,boleto,1,1,43.0,29.99,12.79,42.78,0
96749,PR,5994a2fdff4b0f9ca4376c4226adb442,utilidades_domesticas,42.0,464.0,8300.0,102.0,14.0,34.0,RS,credit_card,1,4,38.75,129.0,25.65,154.65,0
96428,PR,ab687729e8507381d0b4aa32bef2d723,moveis_decoracao,48.0,599.0,1200.0,65.0,12.0,12.0,PR,credit_card,1,10,13.8,59.9,9.27,138.34,0
82232,PR,27a7e832bcfcd69ff687d611c3e79cbd,perfumaria,56.0,661.0,600.0,43.0,16.0,27.0,SP,credit_card,1,2,26.5,37.9,15.11,53.01,0
98335,SP,5a0c21ad6b82a1b61856e48ec959764d,perfumaria,57.0,1424.0,100.0,18.0,10.0,13.0,PR,credit_card,1,6,21.83333333333333,114.9,15.68,130.58,0
46184,MG,49196a215bd6514843cebf65ebbe52c0,perfumaria,56.0,1440.0,475.0,16.0,16.0,17.0,SP,credit_card,1,10,21.4,196.5,17.2,213.7,0
57561,MG,0496a7015a17628712e8720db133092b,papelaria,60.0,875.0,1075.0,21.0,15.0,15.0,SC,credit_card,1,1,132.0,109.49,22.48,131.97,0
109693,SP,5e859617339eaa62e0e154eaea05447b,utilidades_domesticas,53.0,480.0,5400.0,45.0,16.0,35.0,SP,credit_card,1,8,88.75,690.0,20.13,710.13,0
52108,RJ,e4985e03cd939f1a9f81c65e949f1688,beleza_saude,31.0,386.0,50.0,20.0,10.0,15.0,RJ,credit_card,1,5,21.2,97.65,8.43,106.08,0
1729,PE,bbaef2eadf31fe3ea6702077398be06c,perfumaria,45.0,1003.0,400.0,18.0,11.0,11.0,SP,credit_card,1,4,20.75,56.99,25.68,82.67,0
96162,MG,869c418f22e0c0ed9207ff691f279e46,utilidades_domesticas,27.0,282.0,300.0,20.0,10.0,15.0,SP,credit_card,1,2,25.0,32.9,16.79,49.69,0
93544,SP,a9b7f02ab7d9c64b4aa0ed31c74fd1d6,moveis_decoracao,39.0,578.0,3450.0,38.0,28.0,28.0,SP,credit_card,1,7,21.0,132.9,14.51,147.41,0
4584,SP,677c80cd5ba8c0099fac5606e53648ae,cama_mesa_banho,58.0,293.0,3900.0,50.0,10.0,30.0,SP,credit_card,1,10,27.3,259.9,13.32,273.22,0
17527,RS,601a360bd2a916ecef0e88de72a6531a,cool_stuff,33.0,897.0,1600.0,42.0,25.0,15.0,SP,boleto,1,1,147.0,129.99,17.16,147.15,0
99942,PE,ad6cb6097e3d27661b789a84ec7cc9aa,fashion_calcados,54.0,451.0,1700.0,36.0,37.0,16.0,SP,credit_card,1,6,31.166666666666668,157.9,29.51,187.41,0
79907,SP,41f6fd456756328fcd5fe7c04bf8e335,utilidades_domesticas,38.0,418.0,250.0,28.0,6.0,12.0,SP,credit_card,1,7,10.428571428571429,64.99,8.29,73.28,0
97132,RJ,d1a57f4402dbfe2cb1c271ad0da64311,beleza_saude,58.0,509.0,650.0,22.0,12.0,22.0,SP,credit_card,1,8,12.125,31.9,17.9,97.31,0
58980,MG,8d139b1550c8cc91a3babc9cfe9fc147,telefonia,53.0,1017.0,500.0,16.0,6.0,11.0,SP,credit_card,1,1,71.0,55.0,16.15,71.15,0
68373,SP,2002fc3ec2d8a30a7588628fe7aff958,eletronicos,57.0,432.0,200.0,16.0,6.0,14.0,SP,credit_card,1,1,38.0,30.0,8.29,38.29,0
7107,RJ,93b513d693c7e922381d6aec80dfb639,esporte_lazer,58.0,1715.0,1550.0,40.0,20.0,20.0,PR,boleto,1,1,163.0,135.0,27.9,162.9,0
32471,SP,ef70e532c5fc29ee4c3e44006819669b,malas_acessorios,46.0,242.0,480.0,16.0,30.0,20.0,SP,credit_card,1,4,24.75,89.9,8.98,98.88,0
33013,RJ,5f42d57952b7815098979a5c4fa6f82a,beleza_saude,60.0,919.0,150.0,22.0,3.0,15.0,SP,debit_card,1,1,126.0,110.32,15.87,126.19,0
102033,MG,6aa8f339965debf52a549f8aade6d068,eletrodomesticos,57.0,563.0,500.0,23.0,16.0,18.0,SP,credit_card,1,1,64.0,49.0,15.44,64.44,0
66948,GO,fe01b643060a6446e59f58e3021e66b3,perfumaria,40.0,659.0,1250.0,26.0,21.0,20.0,MT,credit_card,1,2,75.0,129.9,20.15,150.05,0
25321,SP,24c9d329963373e2fccaa3f3204db19e,consoles_games,58.0,601.0,100.0,21.0,24.0,23.0,MG,credit_card,1,3,16.333333333333332,69.99,18.59,49.02,0
110811,MG,40bc6155bfab13c191f9d5a72ebe12c7,telefonia,55.0,2428.0,100.0,13.0,20.0,13.0,SP,credit_card,1,1,114.0,94.9,18.76,113.66,0
61530,MG,904a9e449fbfd90da738ab70ae6ca003,eletronicos,43.0,742.0,283.0,18.0,9.0,15.0,SP,credit_card,1,1,79.0,59.99,18.52,78.51,0
5779,RS,389d119b48cf3043d311335e499d9c6b,ferramentas_jardim,59.0,341.0,1750.0,37.0,22.0,40.0,SP,credit_card,1,1,75.0,53.9,21.35,75.25,0
80050,SE,701ff123e9085dcc9c2f833efded6374,cool_stuff,50.0,268.0,10664.0,61.0,63.0,35.0,SP,credit_card,1,6,62.5,380.0,95.42,375.42,0
16598,SP,d272d0921188b0bd91542d704b21404e,eletronicos,36.0,420.0,150.0,25.0,7.0,16.0,SP,credit_card,1,1,19.0,11.55,7.78,19.33,0
40358,RJ,a62e25e09e05e6faf31d90c6ec1aa3d1,relogios_presentes,58.0,3006.0,1000.0,53.0,8.0,18.0,RJ,boleto,1,1,118.0,108.0,9.77,117.77,0
61605,SP,70ee18fa7f4c08a0d334497bf8969f59,eletronicos,52.0,476.0,200.0,23.0,5.0,18.0,SP,credit_card,1,1,42.0,29.99,11.85,41.84,0
12015,MG,2d27434c710806b971a721da337a112a,relogios_presentes,58.0,401.0,200.0,16.0,2.0,20.0,SP,boleto,1,1,53.0,39.0,14.1,53.1,0
80381,DF,8aa6223e400af9c97b07c75993142721,bebes,54.0,830.0,5000.0,40.0,10.0,40.0,SP,credit_card,1,4,50.5,169.9,31.94,201.84,0
29004,SP,a2a61ecd4e916c3ff787c137d23957bb,utilidades_domesticas,58.0,782.0,3100.0,30.0,40.0,40.0,SP,voucher,2,1,26.0,47.2,11.15,26.43,0
26837,SP,235458528f907463ec55ebb1e16b69f0,papelaria,38.0,224.0,1200.0,16.0,49.0,32.0,MG,credit_card,1,6,10.333333333333334,45.9,16.11,62.01,0
4276,GO,4f130a13e2dd77a6f88f31e7addcec0c,cama_mesa_banho,53.0,356.0,500.0,50.0,10.0,45.0,SP,credit_card,1,3,25.33333333333333,59.9,16.18,76.08,0
89445,SP,540a93038cc8b4c42ef0821b2cf067d3,moveis_decoracao,60.0,375.0,4800.0,20.0,50.0,40.0,MG,credit_card,1,2,66.0,49.97,16.11,132.16,0
104261,SC,d41d8cd98f00b204e9800998ecf8427e,automotivo,16.0,115.0,1181.0,30.0,17.0,24.0,SP,credit_card,1,3,19.0,39.99,17.09,57.08,0
41934,SP,c6336fa91fbd87c359e44f5dca5a90ed,esporte_lazer,39.0,772.0,150.0,16.0,16.0,11.0,SP,credit_card,1,1,49.0,39.9,8.72,48.62,0
26530,PA,a2105c8c0d5d99dbc5a2a9ad94321e5c,esporte_lazer,58.0,1274.0,4800.0,58.0,10.0,50.0,SP,credit_card,1,1,125.0,105.0,19.71,124.71,0
49380,RJ,634256dbcd184b3757ffd7632c9fe52a,beleza_saude,49.0,295.0,150.0,16.0,5.0,17.0,SP,voucher,1,1,40.0,24.9,15.23,40.13,0
57086,RJ,2f48e99df2052ce8a7d14855ea40e838,cama_mesa_banho,48.0,392.0,1150.0,35.0,10.0,35.0,SP,credit_card,1,4,46.75,74.99,18.33,186.64,0
100484,SP,9e61f47367a7a1d6cafa44817f88f8db,beleza_saude,46.0,175.0,364.0,18.0,14.0,14.0,SP,voucher,1,1,13.0,10.0,7.78,12.55,0
108562,GO,fc7138a8f96aee8302e42916bbbbb818,eletronicos,54.0,1460.0,161.0,19.0,8.0,17.0,SP,credit_card,1,2,13.5,12.0,15.23,27.23,0
8428,SP,036734b5a58d5d4f46b0616ddc047ced,telefonia,58.0,751.0,300.0,17.0,4.0,12.0,SP,credit_card,1,4,10.5,29.99,11.85,41.84,0
99788,RJ,f27f59721d5a9cb39432b91f812ee308,bebes,34.0,469.0,300.0,25.0,8.0,25.0,SP,credit_card,1,4,11.0,29.9,14.52,44.42,0
62588,SP,8a443635fdf9759915c9be5be2e3b862,cama_mesa_banho,58.0,189.0,1400.0,46.0,2.0,36.0,SP,credit_card,1,4,30.5,109.9,12.47,122.37,0
78294,SP,06a7a571bc9fbb103a9c2eb90f89432c,moveis_decoracao,36.0,1426.0,150.0,16.0,2.0,11.0,MG,boleto,1,1,45.0,29.9,15.23,45.13,0
97562,SP,fe6a9515d655fa7936b8a7c841039f34,cool_stuff,29.0,266.0,5650.0,73.0,73.0,20.0,RS,boleto,1,1,319.0,249.9,69.21,319.11,0
58349,SP,b8c89bc5fa5dc01a5d0e9d7ff0c6ecdb,cama_mesa_banho,55.0,444.0,700.0,50.0,16.0,16.0,SP,boleto,1,1,274.0,129.89,19.4,274.39,0
66315,SP,e9b3cf27d68caa64832c4a7c460abcb9,market_place,43.0,1373.0,1200.0,40.0,10.0,30.0,SP,credit_card,1,4,43.0,160.0,12.33,172.33,0
23855,RS,130482add9fd75ccb6c57ba007694a2d,informatica_acessorios,55.0,60.0,2800.0,40.0,15.0,40.0,RS,credit_card,1,10,12.0,105.0,14.94,119.94,0
74350,RJ,056b837251897cfc6f46d3643bad614f,ferramentas_jardim,52.0,471.0,1150.0,17.0,8.0,31.0,SP,credit_card,1,2,51.0,85.9,16.36,102.26,0
16499,MG,97b3b8e8ed22d0ceb3b3c520e806a334,eletronicos,40.0,395.0,200.0,22.0,14.0,17.0,SP,credit_card,1,1,30.0,14.6,15.23,29.83,0
20420,SP,6002665d65ee348dcd357c7bb2f080bd,bebes,56.0,518.0,900.0,35.0,22.0,45.0,SP,credit_card,1,1,72.0,59.99,12.23,72.22,0
43056,MG,138dac44dc568cd36c6f1d1e5e181d5d,automotivo,56.0,896.0,1400.0,25.0,9.0,26.0,SP,boleto,1,1,54.0,36.9,17.6,54.5,0
24307,MG,bfc59c5d8a26d129f82fbc5207fcd676,cool_stuff,53.0,330.0,2000.0,35.0,44.0,19.0,RS,credit_card,1,4,55.0,199.0,20.63,219.63,0
87635,SC,ddbd0c1c8d8bf3e9142fc3b9751a476a,bebes,51.0,1140.0,550.0,30.0,10.0,20.0,MT,boleto,1,1,153.0,100.0,53.05,153.05,0
73373,SP,6db41bd5a650ed247a5690c0e78c3969,utilidades_domesticas,50.0,979.0,700.0,30.0,30.0,30.0,SP,credit_card,1,1,29.0,19.9,9.34,29.24,0
28314,GO,aad0c94aa869497ef036b7549451134b,brinquedos,33.0,278.0,300.0,16.0,11.0,14.0,RJ,credit_card,1,1,57.0,39.99,16.79,56.78,0
93034,MG,a13cd9aaa328b21f5653ce455d88dce1,cama_mesa_banho,52.0,1089.0,1050.0,42.0,9.0,34.0,RJ,debit_card,1,1,139.0,118.74,19.8,138.54,0
66331,SP,4c2a4ab2efb349db80f195f4b122eb6b,cama_mesa_banho,49.0,1004.0,550.0,30.0,8.0,26.0,SP,boleto,1,1,65.0,56.0,9.14,65.14,0
92292,BA,b52ae0bad7fdf62bcb3ed59fdd259705,utilidades_domesticas,38.0,725.0,17900.0,42.0,58.0,33.0,SP,boleto,1,1,118.0,64.96,52.83,117.79,0
39211,MG,34b91723112fa9ebf6b4d6b4db4a6741,brinquedos,44.0,1485.0,2238.0,24.0,45.0,27.0,SP,credit_card,1,10,59.0,569.99,20.06,590.05,0
16259,MA,44fded21627553d1886d459384bbce06,eletronicos,56.0,280.0,150.0,25.0,7.0,16.0,SP,boleto,1,1,66.0,15.0,50.85,65.85,0
4707,SP,96e8923537d69875e7507e3fe08ceb6d,cama_mesa_banho,55.0,355.0,600.0,50.0,5.0,40.0,SP,credit_card,1,1,13.0,79.05,12.05,12.82,0
99143,RJ,f688535e8e2f269c27dfb305d8e6ffbd,utilidades_domesticas,59.0,786.0,1383.0,25.0,12.0,20.0,SP,credit_card,1,1,236.0,95.0,23.25,236.5,0
105895,TO,7324c4b82393a004e3e38a7632d1bba2,perfumaria,58.0,290.0,1450.0,25.0,19.0,25.0,SP,credit_card,1,3,53.0,115.9,42.87,158.77,0
53545,PE,a42d9c825894f96fc6ed02610891454d,esporte_lazer,57.0,1176.0,2200.0,16.0,11.0,11.0,SP,credit_card,1,2,46.5,59.9,32.87,92.77,0
108455,MG,e226c4f6c92586f1a8845b35edafd8c0,beleza_saude,57.0,667.0,1700.0,80.0,12.0,12.0,PR,credit_card,1,6,60.833333333333336,343.0,21.64,364.64,0
110330,RJ,dceb3f67aef3484498a7caa4ba50f484,ferramentas_jardim,49.0,551.0,8800.0,100.0,7.0,35.0,SC,credit_card,1,5,99.4,449.0,48.44,497.44,0
47026,SP,71a033537c0b1b79fc26e6d0bb3bb1a2,moveis_decoracao,56.0,227.0,950.0,31.0,11.0,26.0,SP,credit_card,1,4,21.5,73.35,12.85,86.2,0
23714,MA,9ccf11289147e5277b022439b4ea1f20,automotivo,59.0,983.0,600.0,20.0,20.0,20.0,SP,credit_card,1,2,56.5,60.0,52.77,112.77,0
95610,SP,67c4679242adec87208d4681e66cb23b,casa_construcao,56.0,773.0,1600.0,30.0,20.0,30.0,PR,credit_card,1,10,27.5,27.9,17.93,274.98,0
78244,SP,336e637e82a66d9deda8616fa1e2291e,cama_mesa_banho,55.0,601.0,550.0,16.0,10.0,16.0,SP,credit_card,1,1,1.0,23.99,12.83,1.01,0
33309,SP,8c5876b1c7768217964f353bc7e64393,telefonia,61.0,440.0,250.0,18.0,3.0,28.0,SP,credit_card,1,2,30.5,49.0,11.85,60.85,0
100916,GO,cac9e5692471a0700418aa3400b9b2b1,bebes,57.0,2440.0,375.0,29.0,14.0,20.0,MG,credit_card,1,1,7.0,99.49,12.36,7.07,0
2712,PR,ec1faa2edc27ce32372fee59d1f9e969,perfumaria,57.0,571.0,200.0,17.0,10.0,12.0,SP,credit_card,1,2,22.5,29.99,15.1,45.09,0
32119,SP,ba74c6b75d2ad7503175809688d5a03c,relogios_presentes,59.0,1088.0,292.0,17.0,8.0,12.0,SP,credit_card,1,8,24.125,178.99,13.91,192.9,0
44188,PE,f98dbc219c0bcd7fb37420dff826912f,beleza_saude,58.0,1124.0,1200.0,24.0,11.0,15.0,SP,credit_card,1,2,50.5,79.99,20.96,100.95,0
485,MT,a59fb60fddcc72a9878b7ed5cb69d8e4,audio,48.0,424.0,200.0,27.0,5.0,20.0,SP,boleto,1,1,37.0,14.9,22.06,36.96,0
21769,SP,c75a872692395427a0cfe0cf90bc858f,esporte_lazer,45.0,1541.0,500.0,33.0,20.0,20.0,PR,credit_card,1,3,28.33333333333333,69.9,15.25,85.15,0
49011,SP,d55d2479e56093f23ebcf313ceb3bcfe,dvds_blu_ray,43.0,399.0,100.0,19.0,3.0,11.0,SP,credit_card,1,10,14.9,39.99,15.5,148.62,0
29603,MG,e0d64dcfaa3b6db5c54ca298ae101d05,relogios_presentes,35.0,514.0,4338.0,17.0,12.0,14.0,SP,credit_card,1,5,35.8,151.9,27.14,179.04,0
55911,SP,6cdd53843498f92890544667809f1595,beleza_saude,51.0,625.0,900.0,25.0,12.0,38.0,PR,credit_card,1,8,46.125,349.9,18.7,368.6,0
86926,MG,8ea24524f646a4f1d16caa2ef26bbe6a,brinquedos,35.0,1156.0,700.0,17.0,10.0,12.0,SP,credit_card,1,1,105.0,89.9,15.38,105.28,0
43120,PR,bb819359cc1d57dab4210c9c8640d2b8,moveis_decoracao,57.0,647.0,6250.0,48.0,22.0,15.0,SP,credit_card,1,1,114.0,91.0,23.22,114.22,0
21198,CE,efeaa7462b9fac16b6684016efd28fd2,pet_shop,55.0,870.0,1075.0,25.0,16.0,20.0,SP,boleto,1,1,230.0,209.9,20.01,229.91,0
37323,SP,c18ac1d6cc053c0ec7296b994ae6ffeb,relogios_presentes,54.0,237.0,550.0,16.0,2.0,11.0,SC,boleto,1,1,52.0,35.9,16.11,52.01,0
8811,SC,97017430754804328eb9597b7f85da03,telefonia,60.0,818.0,300.0,17.0,4.0,12.0,SP,credit_card,1,4,12.0,29.99,18.23,48.22,0
39655,MG,08574b074924071f4e201e151b152b4e,ferramentas_jardim,36.0,450.0,9000.0,42.0,12.0,39.0,ES,credit_card,1,3,39.66666666666666,89.0,30.46,119.46,0
55949,ES,6cdd53843498f92890544667809f1595,beleza_saude,51.0,625.0,900.0,25.0,12.0,38.0,PR,boleto,1,1,379.0,349.9,28.99,378.89,0
50543,SP,eb8c629f70275fd1c4f809116cce1efc,moveis_decoracao,51.0,831.0,1400.0,20.0,30.0,20.0,SP,boleto,1,1,143.0,38.4,9.34,143.22,0
2504,SP,75d6b6963340c6063f7f4cfcccfe6a30,perfumaria,51.0,999.0,400.0,18.0,11.0,20.0,SP,boleto,1,1,69.0,56.99,11.9,68.89,0
48906,MA,7da9810448a8f92f73339d58b1dd73a9,telefonia,49.0,346.0,100.0,19.0,3.0,11.0,SP,boleto,1,1,88.0,18.99,24.84,87.66,0
5913,MG,53759a2ecddad2bb87a079a1f1519f73,ferramentas_jardim,58.0,340.0,1500.0,30.0,22.0,30.0,SP,credit_card,1,1,67.0,49.0,17.67,66.67,0
54914,SP,9048cbd294fe0c1a3ec8c8248bc2cadd,instrumentos_musicais,63.0,927.0,7500.0,55.0,18.0,45.0,SP,credit_card,1,1,78.0,59.9,17.63,77.53,0
54645,SP,2ae501b303a5a8e6f75c8c36f366b2d5,perfumaria,30.0,138.0,150.0,22.0,7.0,16.0,MG,boleto,1,1,34.0,19.99,14.1,34.09,0
91165,RJ,d5b0f0bd1d874e5770ecb90e112356d5,brinquedos,48.0,1214.0,1400.0,50.0,30.0,30.0,SP,credit_card,1,3,18.0,39.9,14.1,54.0,0
